title,label,text,word_count
A search on the Nikiforov-Uvarov formalism,0,"An alternative treatment is proposed for the calculations carried out within the frame of Nikiforov-Uvarov method, which removes a drawback in the original theory and by pass some difficulties in solving the Schrodinger equation. The present procedure is illustrated with the example of orthogonal polynomials.

The relativistic extension of the formalism is discussed.",54
A search on the Nikiforov-Uvarov formalism,1,The Nikiforov-Uvarov (NU) method has been extensively studied for solving Schrödinger's equation under various conditions. This search presents a comprehensive review of the NU formalism and its applications in mathematical physics. Our analysis provides a deeper understanding of the NU method and its implementation in solving problems in different fields of physics.,54
Testing the Consistency of Dust Laws in SN Ia Host Galaxies: A BayeSN Examination of Foundation DR1,0,"We apply BayeSN, our new hierarchical Bayesian model for the SEDs of Type Ia supernovae (SNe Ia), to analyse the $griz$ light curves of 157 nearby SNe Ia ($0.015<z<0.08$) from the public Foundation DR1 dataset. We train a new version of BayeSN, continuous from 0.35--0.95 $\mu$m, which we use to model the properties of SNe Ia in the rest-frame $z$-band, study the properties of dust in their host galaxies, and construct a Hubble diagram of SN Ia distances determined from full $griz$ light curves. Our $griz$ Hubble diagram has a low total RMS of 0.13 mag using BayeSN, compared to 0.16 mag using SALT2.

Additionally, we test the consistency of the dust law $R_V$ between low- and high-mass host galaxies by using our model to fit the full time- and wavelength-dependent SEDs of SNe Ia up to moderate reddening (peak apparent $B-V \lesssim 0.3$). Splitting the population at the median host mass, we find $R_V=2.84\pm0.31$ in low-mass hosts, and $R_V=2.58\pm0.23$ in high-mass hosts, both consistent with the global value of $R_V=2.61\pm0.21$ that we estimate for the full sample. For all choices of mass split we consider, $R_V$ is consistent across the step within $\lesssim1.2\sigma$. Modelling population distributions of dust laws in low- and high-mass hosts, we find that both subsamples are highly consistent with the full sample's population mean $\mu(R_V) = 2.70\pm0.25$ with a 95% upper bound on the population $\sigma(R_V) < 0.61$. The $R_V$ population means are consistent within $\lesssim1.2\sigma$. We find that simultaneous fitting of host-mass-dependent dust properties within our hierarchical model does not account for the conventional mass step.",304
Testing the Consistency of Dust Laws in SN Ia Host Galaxies: A BayeSN Examination of Foundation DR1,1,"This research paper presents a study on the consistency of dust laws in SN Ia host galaxies. Using the BayeSN framework and Foundation DR1 data, we examine the effects of dust on SN Ia observations. We begin by outlining the motivations for this research, which include the desire to better understand the astrophysical processes underlying SN Ia and the possible role of dust in affecting these observations. We then describe the methodology used in our study, which incorporates Bayesian analysis techniques to more accurately model the effects of dust. 

Our analysis reveals that the standard dust laws commonly used in SN Ia cosmology may not be consistent across different host galaxies. We find that the BayeSN framework can provide a more nuanced understanding of the effects of dust on SN Ia observations, allowing us to better quantify uncertainties associated with dust and other variable parameters. Our results also indicate that the Foundation DR1 data set is well-suited for this type of analysis and can yield new insights into the causes of observed SN Ia phenomena. 

The implications of these findings are significant for our understanding of SN Ia, which have played a critical role in our current understanding of the universe's expansion. By demonstrating the importance of considering variations in dust laws across different host galaxies, this research highlights the need for more robust models of SN Ia and the underlying physics at play. Overall, our study represents an important step forward in better understanding one of the key astronomical phenomena of our time.",256
Learning Sparse Representations in Reinforcement Learning with Sparse Coding,0,"A variety of representation learning approaches have been investigated for reinforcement learning; much less attention, however, has been given to investigating the utility of sparse coding. Outside of reinforcement learning, sparse coding representations have been widely used, with non-convex objectives that result in discriminative representations. In this work, we develop a supervised sparse coding objective for policy evaluation. Despite the non-convexity of this objective, we prove that all local minima are global minima, making the approach amenable to simple optimization strategies. We empirically show that it is key to use a supervised objective, rather than the more straightforward unsupervised sparse coding approach. We compare the learned representations to a canonical fixed sparse representation, called tile-coding, demonstrating that the sparse coding representation outperforms a wide variety of tilecoding representations.",131
Learning Sparse Representations in Reinforcement Learning with Sparse Coding,1,"Sparse coding has been successfully used in various machine learning applications including image and audio processing. In this paper, we introduce a novel approach for learning sparse representations in reinforcement learning. Our proposed method combines sparse coding with value-based RL algorithms to learn compact and efficient representations of complex state spaces. We demonstrate the effectiveness of our approach in several benchmark environments, showing significant improvements in learning speed and performance, particularly in high-dimensional and noisy state spaces. Furthermore, we analyze the learned representations and show that they extract meaningful features relevant to the task at hand. Our method provides a promising direction to address the curse of dimensionality in reinforcement learning and to enable more efficient and intelligent agents for real-world applications.",125
An Evans function approach to spectral stability of small-amplitude shock profiles,0,"We establish one-dimensional spectral stability of small amplitude viscous and relaxation shock profiles using Evans function techniques to perform a series of reductions and normal forms to reduce to the case of the scalar Burgers equation. In multidimensions, the canonical behavior is described, rather by a 2x2 viscous conservation law; this case will be treated in a companion paper by similar techniques.",63
An Evans function approach to spectral stability of small-amplitude shock profiles,1,"We present a novel Evans function method to analyze the spectral stability of small-amplitude shock profiles. By considering the linear stability problem, we show that the sign of the Evans function determines the stability of the shock profile. Our approach offers distinct computational advantages over traditional methods and allows the assessment of the stability of shock waves with high accuracy.",61
Collaborative search on the plane without communication,0,"We generalize the classical cow-path problem [7, 14, 38, 39] into a question that is relevant for collective foraging in animal groups. Specifically, we consider a setting in which k identical (probabilistic) agents, initially placed at some central location, collectively search for a treasure in the two-dimensional plane. The treasure is placed at a target location by an adversary and the goal is to find it as fast as possible as a function of both k and D, where D is the distance between the central location and the target.

This is biologically motivated by cooperative, central place foraging such as performed by ants around their nest. In this type of search there is a strong preference to locate nearby food sources before those that are further away.

Our focus is on trying to find what can be achieved if communication is limited or altogether absent. Indeed, to avoid overlaps agents must be highly dispersed making communication difficult. Furthermore, if agents do not commence the search in synchrony then even initial communication is problematic. This holds, in particular, with respect to the question of whether the agents can communicate and conclude their total number, k. It turns out that the knowledge of k by the individual agents is crucial for performance. Indeed, it is a straightforward observation that the time required for finding the treasure is $\Omega$(D + D 2 /k), and we show in this paper that this bound can be matched if the agents have knowledge of k up to some constant approximation. We present an almost tight bound for the competitive penalty that must be paid, in the running time, if agents have no information about k. Specifically, on the negative side, we show that in such a case, there is no algorithm whose competitiveness is O(log k). On the other hand, we show that for every constant $\epsilon \textgreater{} 0$, there exists a rather simple uniform search algorithm which is $O( \log^{1+\epsilon} k)$-competitive. In addition, we give a lower bound for the setting in which agents are given some estimation of k.

As a special case, this lower bound implies that for any constant $\epsilon \textgreater{} 0$, if each agent is given a (one-sided) $k^\epsilon$-approximation to k, then the competitiveness is $\Omega$(log k).

Informally, our results imply that the agents can potentially perform well without any knowledge of their total number k, however, to further improve, they must be given a relatively good approximation of k. Finally, we propose a uniform algorithm that is both efficient and extremely simple suggesting its relevance for actual biological scenarios.",440
Collaborative search on the plane without communication,1,"Collaborative search on the plane without communication presents a novel approach to solving the task of finding a target on a flat surface, without the use of communication among the searchers. This is a challenging, yet realistic problem that has not been fully explored in the literature to date. The proposed solution consists of a distributed algorithm that leverages a combination of individual heuristic rules and probabilistic reasoning to guide the searchers towards the target. 

Each searcher is equipped with a sensor that can detect the target with some level of uncertainty and can communicate only with very close neighbors within a certain range. No global information about the sensor measurements or search process is shared among the searchers, which makes the task quite complex. The algorithm is designed to enable the searchers to coordinate their movements and avoid redundant exploration by exploiting the limited communication capabilities. 

The algorithm incorporates a distributed consensus mechanism, where each searcher maintains its belief about the target's location based on its sensor readings and the interactions with its neighbors. This belief is updated by combining the information from its own observations with that of its neighbors using a Bayesian inference framework. The final consensus is reached by using a likelihood function that takes into account the uncertainty in the observations and the reliability of the neighbors. 

The proposed approach is evaluated using a set of simulations and compared to a centralized algorithm that has access to all the sensor measurements. The results show that the proposed algorithm is able to achieve comparable performance to the centralized algorithm, while using only local information and limited communication. Moreover, the proposed algorithm is shown to be scalable and robust to changes in the search environment, such as the disappearance and sudden reappearance of the target.

The proposed algorithm has several potential applications in the field of swarm robotics and autonomous systems. For example, it can be used in search and rescue operations, where a team of robots needs to search for a missing person in a hazardous environment. The algorithm can also be applied in precision agriculture, where a team of drones needs to identify and localize diseased crops in a field without the need for expensive communication infrastructure.

In conclusion, the proposed collaborative search algorithm presents a practical solution to the problem of finding a target on a plane without communication. The algorithm leverages a combination of distributed consensus, probabilistic reasoning, and individual heuristic rules to enable the searchers to coordinate their movements and avoid redundant exploration. The algorithm is shown to be robust and scalable, and has potential applications in many real-world scenarios.",440
3-dimensional $\Lambda$-BMS Symmetry and its Deformations,0,"In this paper we study quantum group deformations of the infinite dimensional symmetry algebra of asymptotically AdS spacetimes in three dimensions. Building on previous results in the finite dimensional subalgebras we classify all possible Lie bialgebra structures and for selected examples, we explicitly construct the related Hopf algebras. Using cohomological arguments we show that this construction can always be performed by a so-called twist deformation. The resulting structures can be compared to the well-known $\kappa$-Poincar\'e Hopf algebras constructed on the finite dimensional Poincar\'e or (anti) de Sitter algebra. The dual $\kappa$ Minkowski spacetime is supposed to describe a specific non-commutative geometry. Importantly, we find that some incarnations of the $\kappa$-Poincar\'e can not be extended consistently to the infinite dimensional algebras. Furthermore, certain deformations can have potential physical applications if subalgebras are considered. Since the conserved charges associated with asymptotic symmetries in 3-dimensional form a centrally extended algebra we also discuss briefly deformations of such algebras. The presence of the full symmetry algebra might have observable consequences that could be used to rule out these deformations. }",184
3-dimensional $\Lambda$-BMS Symmetry and its Deformations,1,"In this paper, we investigate the three-dimensional $\Lambda$-BMS symmetry and its deformations. By utilizing the techniques of loop quantum gravity and spin foam models, we derive the algebra of $\Lambda$-BMS transformations and explore their actions on the asymptotic boundary of spacetime. We discuss how the $\Lambda$-BMS symmetry differs from the usual BMS symmetry and highlight its physical significance in the cosmic microwave background radiation. Furthermore, we introduce new deformations of $\Lambda$-BMS transformations, generalizing previous work on deformed symmetries in four-dimensional spacetimes. These deformations are shown to have various interesting features, such as modified transformation laws and noncommutativity of symmetries. Finally, we discuss the implications of our results for the description of gravitational waves and the effective quantum field theories on curved spacetimes. Our findings provide novel insights into the geometry and symmetries of three-dimensional spacetime, with potential applications to both theoretical and observational aspects of gravity.",153
Variation of the gas and radiation content in the sub-Keplerian accretion disk around black holes and its impact to the solutions,0,"We investigate the variation of the gas and the radiation pressure in accretion disks during the infall of matter to the black hole and its effect to the flow. While the flow far away from the black hole might be non-relativistic, in the vicinity of the black hole it is expected to be relativistic behaving more like radiation. Therefore, the ratio of gas pressure to total pressure (beta) and the underlying polytropic index (gamma) should not be constant throughout the flow. We obtain that accretion flows exhibit significant variation of beta and then gamma, which affects solutions described in the standard literature based on constant beta. Certain solutions for a particular set of initial parameters with a constant beta do not exist when the variation of beta is incorporated appropriately. We model the viscous sub-Keplerian accretion disk with a nonzero component of advection and pressure gradient around black holes by preserving the conservations of mass, momentum, energy, supplemented by the evolution of beta. By solving the set of five coupled differential equations, we obtain the thermo-hydrodynamical properties of the flow. We show that during infall, beta of the flow could vary upto ~300%, while gamma upto ~20%. This might have a significant impact to the disk solutions in explaining observed data, e.g. super-luminal jets from disks, luminosity, and then extracting fundamental properties from them. Hence any conclusion based on constant gamma and beta should be taken with caution and corrected.",245
Variation of the gas and radiation content in the sub-Keplerian accretion disk around black holes and its impact to the solutions,1,"The study of the sub-Keplerian accretion disk around black holes has been a topic of great interest in astrophysics due to its implications for understanding the dynamics of black holes. This research aims to analyze the variations in the gas and radiation content within the disk to determine their impact on the solutions. Using numerical simulations, we investigated the hydrodynamic structure of the disk and its evolution over time. Our results show that the gas and radiation content vary significantly with distance from the black hole, with the inner regions being dominated by gas and the outer regions being dominated by radiation. Additionally, we found that the gas and radiation content exhibits oscillations over time due to the interaction between the disk and the black hole. These variations have a significant impact on the overall structure and properties of the disk, including its temperature distribution and the transport of energy and momentum. Our findings provide valuable insight into the physics of sub-Keplerian accretion disks and their role in the dynamics of black holes. Furthermore, our research contributes to a deeper understanding of the mechanisms that govern the behavior of black holes and could have important implications for future studies of astrophysical phenomena.",204
Stringent Constraint on Galactic Positron Production,0,"The intense 0.511 MeV gamma-ray line emission from the Galactic Center observed by INTEGRAL requires a large annihilation rate of nonrelativistic positrons. If these positrons are injected at even mildly relativistic energies, higher-energy gamma rays will also be produced. We calculate the gamma-ray spectrum due to inflight annihilation and compare to the observed diffuse Galactic gamma-ray data. Even in a simplified but conservative treatment, we find that the positron injection energies must be $\lesssim 3$ MeV, which strongly constrains models for Galactic positron production.",89
Stringent Constraint on Galactic Positron Production,1,"The paper provides a stringent constraint on the production of Galactic positron. The findings suggest that the Galactic positron source term is likely lower than the standard value inferred from the current models. Our result comes from a careful statistical analysis of the cosmic-ray electrons and positrons measured with the Alpha Magnetic Spectrometer experiment on the International Space Station, indicating an electron-to-positron ratio that is unexpectedly high, even with respect to the well-known uncertainties of the propagation models.",82
Spitzer-MIPS survey of the young stellar content in the Vela Molecular Cloud-D,0,"A new, unbiased Spitzer-MIPS imaging survey (~1.8 square degs) of the young stellar content of the Vela Molecular Cloud-D is presented. The survey is complete down to 5mJy and 250mJy at 24micron (mu) and 70mu, respectively. 849 sources are detected at 24mu and 52 of them also have a 70mu counterpart. The VMR-D region is one that we have already partially mapped in dust and gas millimeter emission, and we discuss the correlation between the Spitzer compact sources and the mm contours. About half of the 24mu sources are located inside the region delimited by the 12CO(1-0) contours (corresponding to only one third of the full area mapped with MIPS) with a consequent density increase of about 100% of the 24mu sources [four times for 70mu ones] moving from outside to inside the CO contours. About 400 sources have a 2MASS counterpart. So we have constructed a Ks vs. Ks-[24] diagram and identified the protostellar population. We find an excess of Class I sources in VMR-D in comparison with other star forming regions. This result is reasonably biased by the sensitivity limits, or, alternatively, may reflect a very short lifetime (<=10^6yr) of the protostellar content in this cloud. The MIPS images have identified embedded cool objects in most of the previously identified starless cores; in addition, there are 6 very young, possibly Class 0 objects identified. Finally we report finding of the driving sources for a set of five out of six very compact protostellar jets previously discovered in near-infrared images.",261
Spitzer-MIPS survey of the young stellar content in the Vela Molecular Cloud-D,1,"The Vela Molecular Cloud-D has long been of interest to astronomers, owing to its young stellar content and potential for observing the early stages of star formation. In this paper, we report on a Spitzer Space Telescope survey of the Vela Molecular Cloud-D using the Multi-band Imaging Photometer for Spitzer (MIPS). The survey coverage spanned 6 square degrees, and images were taken at 24, 70, and 160 microns. From these observations, we identified 604 young stellar object (YSO) candidates, which we classified as Class I, II, and III based on their spectral energy distributions. We also examined the distribution of these YSO candidates through the cloud, and found a strong correlation with the densest regions of molecular gas. Additionally, we identified several protostellar clusters, which we believe mark regions of particularly active star formation. Using a hierarchical clustering algorithm, we were able to group these clusters into two distinct populations, which we classified as older and younger. We speculate that the older population has already reached the main sequence, while the younger population is still undergoing active star formation. Overall, our survey highlights the rich diversity of the young stellar content within the Vela Molecular Cloud-D, and underscores the importance of continuing observations in order to better understand the processes of star formation in this and other molecular clouds.",223
An independent determination of Fomalhaut b's orbit and the dynamical effects on the outer dust belt,0,"The nearby star Fomalhaut harbours a cold, moderately eccentric dust belt with a sharp inner edge near 133 au. A low-mass, common proper motion companion (Fom b), was discovered near the inner edge and was identified as a planet candidate that could account for the belt morphology. However, the most recent orbit determination based on four epochs of astrometry over eight years reveals a highly eccentric orbit that appears to cross the belt in the sky plane projection. We perform here a full orbital determination based on the available astrometric data to independently validate the orbit estimates previously presented. Adopting our values for the orbital elements and their associated uncertainties, we then study the dynamical interaction between the planet and the dust ring, to check whether the proposed disk sculpting scenario by Fom b is plausible. We used a dedicated MCMC code to derive the statistical distributions of the orbital elements of Fom b. Then we used symplectic N-body integration to investigate the dynamics of the dust belt, as perturbed by a single planet. Different attempts were made assuming different masses for Fom b. We also performed a semi-analytical study to explain our results. Our results are in good agreement with others regarding the orbit of Fom b. We find that the orbit is highly eccentric, is close to apsidally aligned with the belt, and has a moderate mutual inclination relative to the belt plane of. If coplanar, this orbit crosses the disk. Our dynamical study then reveals that the observed planet could sculpt a transient belt configuration with a similar eccentricity to what is observed, but it would not be simultaneously apsidally aligned with the planet. This transient configuration only occurs a short time after the planet is placed on such an orbit (assuming an initially circular disk), a time that is inversely proportional to the planet's mass, and that is in any case much less than the 440 Myr age of the star. We constrain how long the observed dust belt could have survived with Fom b on its current orbit, as a function of its possible mass. This analysis leads us to conclude that Fom b is likely to have low mass, that it is unlikely to be responsible for the sculpting of the belt, and that it supports the hypothesis of a more massive, less eccentric planet companion Fom c.",398
An independent determination of Fomalhaut b's orbit and the dynamical effects on the outer dust belt,1,"This study presents an independent determination of Fomalhaut b's orbit and investigates its dynamical effects on the outer dust belt. Fomalhaut b is a directly imaged exoplanet located in the Fomalhaut system, approximately 25 light-years away from Earth. Previous studies have suggested that Fomalhaut b has a highly eccentric orbit, contributing to the disruption of the outer dust belt. Our study aims to provide a more accurate determination of Fomalhaut b's orbit and a deeper understanding of its effect on the dust belt.

To achieve this, we analyzed archival Hubble Space Telescope images spanning over 7 years and used astrometric techniques to measure the position and motion of Fomalhaut b. We combined these measurements with previous astrometric data and employed a statistical approach to compute the orbital parameters and their uncertainties. Our analysis indicates that Fomalhaut b's orbit is consistent with a highly eccentric ellipse, with a period of about 1600 years and a periastron distance of about 7.4 AU. The large eccentricity of the orbit suggests that Fomalhaut b is perturbed by a massive and distant object, which could be a yet undetected planet or a remnant of the protoplanetary disk.

We then employed numerical simulations to investigate the dynamical effects of Fomalhaut b on the outer dust belt. Our simulations include the gravitational perturbations of Fomalhaut b, the asymmetry of the dust belt, and the radiation pressure of the central star. We found that Fomalhaut b induces a series of azimuthal dust structures in the outer belt, which are consistent with the observed morphology. These structures are caused by the gravitational resonances between Fomalhaut b and the dust particles, and their locations and shapes depend on the orbital parameters of Fomalhaut b. Our simulations also suggest that Fomalhaut b's eccentricity is important for shaping the dust structures, as it determines the strength and duration of the gravitational perturbations.

Overall, our study provides a more accurate determination of Fomalhaut b's orbit and sheds new light on its dynamical effects on the outer dust belt. Our results have implications for the formation and evolution of exoplanetary systems, and highlight the importance of studying the orbital dynamics of directly imaged planets.",367
Machine Learning-Based Estimation and Goodness-of-Fit for Large-Scale Confirmatory Item Factor Analysis,0,"We investigate novel parameter estimation and goodness-of-fit (GOF) assessment methods for large-scale confirmatory item factor analysis (IFA) with many respondents, items, and latent factors. For parameter estimation, we extend Urban and Bauer's (2021) deep learning algorithm for exploratory IFA to the confirmatory setting by showing how to handle user-defined constraints on loadings and factor correlations. For GOF assessment, we explore new simulation-based tests and indices. In particular, we consider extensions of the classifier two-sample test (C2ST), a method that tests whether a machine learning classifier can distinguish between observed data and synthetic data sampled from a fitted IFA model. The C2ST provides a flexible framework that integrates overall model fit, piece-wise fit, and person fit. Proposed extensions include a C2ST-based test of approximate fit in which the user specifies what percentage of observed data can be distinguished from synthetic data as well as a C2ST-based relative fit index that is similar in spirit to the relative fit indices used in structural equation modeling. Via simulation studies, we first show that the confirmatory extension of Urban and Bauer's (2021) algorithm produces more accurate parameter estimates as the sample size increases and obtains comparable estimates to a state-of-the-art confirmatory IFA estimation procedure in less time. We next show that the C2ST-based test of approximate fit controls the empirical type I error rate and detects when the number of latent factors is misspecified. Finally, we empirically investigate how the sampling distribution of the C2ST-based relative fit index depends on the sample size.",265
Machine Learning-Based Estimation and Goodness-of-Fit for Large-Scale Confirmatory Item Factor Analysis,1,"This paper introduces a novel approach to confirmatory item factor analysis (CFA) that relies on machine learning-based estimation and goodness-of-fit techniques. The proposed methodology addresses the demands of large-scale CFA, where traditional methods can become computationally infeasible. By leveraging the advantages of machine learning, we aim to provide a viable alternative that yields more accurate and efficient CFA solutions.

Specifically, our approach involves two main stages. In the first stage, we use state-of-the-art machine learning algorithms, such as stochastic gradient descent and Adam, to estimate the CFA model's parameters. This step's advantage is that it can handle the large-scale data sets commonly encountered in CFA, which can have hundreds or thousands of items. Moreover, by employing machine learning techniques, we can obtain more precise and accurate estimates than those provided by conventional methods.

In the second stage, we assess the goodness-of-fit between the estimated model and the observed data using the Bayesian Information Criterion (BIC), which is a widely used criterion that balances model complexity and goodness-of-fit. Compared to other techniques, our approach results in BIC values that more accurately reflect the underlying model's fit to the data.

We illustrate the potential of our methodology through a simulation study and a real data application. The results demonstrate that our approach outperforms existing techniques in terms of accuracy and computational efficiency. Overall, our approach offers a promising solution for large-scale CFA with practical applications in various domains such as psychology, education, and healthcare.",258
Adaptive Sparse Polynomial Chaos Expansions via Leja Interpolation,0,"This work suggests an interpolation-based stochastic collocation method for the non-intrusive and adaptive construction of sparse polynomial chaos expansions (PCEs). Unlike pseudo-spectral projection and regression-based stochastic collocation methods, the proposed approach results in PCEs featuring one polynomial term per collocation point. Moreover, the resulting PCEs are interpolating, i.e., they are exact on the interpolation nodes/collocation points. Once available, an interpolating PCE can be used as an inexpensive surrogate model, or be post-processed for the purposes of uncertainty quantification and sensitivity analysis. The main idea is conceptually simple and relies on the use of Leja sequence points as interpolation nodes. Using Newton-like, hierarchical basis polynomials defined upon Leja sequences, a sparse-grid interpolation can be derived, the basis polynomials of which are unique in terms of their multivariate degrees. A dimension-adaptive scheme can be employed for the construction of an anisotropic interpolation. Due to the degree uniqueness, a one-to-one transform to orthogonal polynomials of the exact same degrees is possible and shall result in an interpolating PCE.

However, since each Leja node defines a unique Newton basis polynomial, an implicit one-to-one map between Leja nodes and orthogonal basis polynomials exists as well. Therefore, the in-between steps of hierarchical interpolation and basis transform can be discarded altogether, and the interpolating PCE can be computed directly. For directly computed, adaptive, anisotropic interpolating PCEs, the dimension-adaptive algorithm is modified accordingly. A series of numerical experiments verify the suggested approach in both low and moderately high-dimensional settings, as well as for various input distributions.",265
Adaptive Sparse Polynomial Chaos Expansions via Leja Interpolation,1,"The current work presents a novel approach towards constructing adaptive sparse polynomial chaos expansions through the application of Leja interpolation. Using advanced mathematical techniques, we have developed a framework for constructing polynomials that efficiently select only the most informative degrees of freedom from the problem at hand. By doing so, our approach optimizes the accuracy-to-complexity trade-off of standard polynomial chaos methods. We demonstrate the efficacy of our approach by applying it to a range of test problems, including those which exhibit high levels of nonlinearity and dimensionality. Our results indicate that our approach can produce sparse expansions which match or outperform existing state-of-the-art methods, while requiring considerably fewer function evaluations to do so. We also explore the impact of various design considerations, such as sampling strategies and the choice of interpolation points, on the overall efficacy of our approach. Finally, we provide guidance on how to choose appropriate parameters to balance accuracy and computational efficiency. Our approach has practical applications across a wide range of complex engineering and scientific problems, and can be easily implemented using standard software tools.",185
Combinatorial Redundancy Detection,0,"The problem of detecting and removing redundant constraints is fundamental in optimization. We focus on the case of linear programs (LPs) in dictionary form, given by $n$ equality constraints in $n+d$ variables, where the variables are constrained to be nonnegative. A variable $x_r$ is called redundant, if after removing $x_r \geq 0$ the LP still has the same feasible region. The time needed to solve such an LP is denoted by $LP(n,d)$.

It is easy to see that solving $n+d$ LPs of the above size is sufficient to detect all redundancies. The currently fastest practical method is the one by Clarkson: it solves $n+d$ linear programs, but each of them has at most $s$ variables, where $s$ is the number of nonredundant constraints.

In the first part we show that knowing all of the finitely many dictionaries of the LP is sufficient for the purpose of redundancy detection. A dictionary is a matrix that can be thought of as an enriched encoding of a vertex in the LP. Moreover - and this is the combinatorial aspect - it is enough to know only the signs of the entries, the actual values do not matter. Concretely we show that for any variable $x_r$ one can find a dictionary, such that its sign pattern is either a redundancy or nonredundancy certificate for $x_r$.

In the second part we show that considering only the sign patterns of the dictionary, there is an output sensitive algorithm of running time $\mathcal{O}(d \cdot (n+d) \cdot s^{d-1} \cdot LP(s,d) + d \cdot s^{d} \cdot LP(n,d))$ to detect all redundancies. In the case where all constraints are in general position, the running time is $\mathcal{O}(s \cdot LP(n,d) + (n+d) \cdot LP(s,d))$, which is essentially the running time of the Clarkson method.

Our algorithm extends naturally to a more general setting of arrangements of oriented topological hyperplane arrangements.",327
Combinatorial Redundancy Detection,1,"Combinatorial redundancy detection is a crucial problem in computer science, particularly in the design and testing of digital systems. Redundancy is the presence of multiple copies or versions of the same data, component, or function within a system, and is often introduced intentionally as a means of improving reliability or performance. However, when redundancy is introduced inadvertently or without proper management, it can lead to subtle and difficult-to-detect errors that can compromise the integrity and functionality of a system. 

In this paper, we present a novel approach to combinatorial redundancy detection that leverages the power of mathematical combinatorics and graph theory. Our approach is based on the identification and analysis of redundant subgraphs in a system's dependency graph, which captures the relationships between its components and the interactions between them. We introduce a number of combinatorial algorithms and heuristics for identifying and analyzing such subgraphs, and demonstrate the effectiveness of our approach through experimental results on a range of benchmarks. 

We show that our approach can detect a wide range of redundant structures in digital systems, including replica components, cyclic dependencies, and functionally identical modules. Furthermore, we demonstrate that our approach can scale to large and complex systems, making it a practical solution for real-world applications. We also discuss the limitations of our approach and opportunities for future research. 

Overall, our work contributes to the field of digital system design and testing by providing a powerful and flexible approach to combinatorial redundancy detection. Our methods are based on sound mathematical principles and are validated through rigorous experimentation, suggesting that they are effective and practical tools for ensuring the reliability and performance of digital systems.",278
Ringed accretion disks: instabilities,0,"We analyze the possibility that several instability points may be formed, due to the Paczy\'nski mechanism of violation of mechanical equilibrium, in the orbiting matter around a supermassive Kerr black hole. We consider recently proposed model of ringed accretion disk, made up by several tori (rings) which can be corotating or counterrotating relative to the Kerr attractor due to the history of the accretion process. Each torus is governed by the general relativistic hydrodynamic Boyer condition of equilibrium configurations of rotating perfect fluids. We prove that the number of the instability points is generally limited and depends on the dimensionless spin of the rotating attractor.",106
Ringed accretion disks: instabilities,1,"The formation and dynamics of ringed accretion disks around astrophysical objects have been the subject of extensive research. Unstable behavior within these systems has been observed and analyzed. Non-axisymmetric perturbations, whether external or intrinsic to the disk, can lead to instabilities such as spiral arms, warping, and fragmentation. These instabilities can play a crucial role in the accretion process, affecting the transport of mass and angular momentum. Multiple mechanisms have been proposed to explain these phenomena, including thermal and hydrodynamic effects, magnetic fields, and self-gravity. Understanding the nature of these instabilities is crucial for modeling the behavior of accretion disks and better understanding the formation of astrophysical objects.",110
How orbital angular momentum affects beam shifts in optical reflection,0,"It is well known that reflection of a Gaussian light beam ($\text{TEM}_{00}$) by a planar dielectric interface leads to four beam shifts when compared to the geometrical-optics prediction. These are the spatial Goos-H\""{a}nchen (GH) shift, the angular GH shift, the spatial Imbert-Fedorov (IF) shift and the angular IF shift. We report here, theoretically and experimentally, that endowing the beam with Orbital Angular Momentum (OAM) leads to coupling of these four shifts; this is described by a $4 \times 4$ mixing matrix.",89
How orbital angular momentum affects beam shifts in optical reflection,1,"This paper investigates the influence of orbital angular momentum (OAM) on the beam shifts in optical reflection. By analyzing the reflection of vortex beams with OAM, we show that the shift effect depends on the OAM and that the shift due to OAM can be manipulated by controlling the polarization of the incident beam. Our theoretical and experimental results indicate that OAM plays a significant role in the lateral and angular shifts of reflected beams, offering a promising way to control light propagation in various applications such as optical trapping and sensing.",92
Improving Neural Network Verification through Spurious Region Guided Refinement,0,"We propose a spurious region guided refinement approach for robustness verification of deep neural networks. Our method starts with applying the DeepPoly abstract domain to analyze the network. If the robustness property cannot be verified, the result is inconclusive. Due to the over-approximation, the computed region in the abstraction may be spurious in the sense that it does not contain any true counterexample. Our goal is to identify such spurious regions and use them to guide the abstraction refinement. The core idea is to make use of the obtained constraints of the abstraction to infer new bounds for the neurons. This is achieved by linear programming techniques. With the new bounds, we iteratively apply DeepPoly, aiming to eliminate spurious regions. We have implemented our approach in a prototypical tool DeepSRGR. Experimental results show that a large amount of regions can be identified as spurious, and as a result, the precision of DeepPoly can be significantly improved. As a side contribution, we show that our approach can be applied to verify quantitative robustness properties.",174
Improving Neural Network Verification through Spurious Region Guided Refinement,1,"Deep neural networks are widely used in applications including image recognition, natural language processing, and autonomous driving. However, ensuring the reliability and robustness of these networks remains a challenge. To address this challenge, we propose a method for improving neural network verification through spurious region guided refinement. Our approach involves identifying regions in the input space where the network may produce incorrect predictions, known as spurious regions, and iteratively refining the network to improve its accuracy in these areas. We demonstrate the effectiveness of our method on various benchmarks and show that it outperforms state-of-the-art approaches in terms of verification accuracy. Furthermore, we analyze the learned spurious regions and show how they can offer insights into the behavior of the network. Our proposed method provides a promising step towards more reliable and verifiable neural networks, which are crucial for their deployment in safety-critical applications.",148
